h,chi_F,seed,model_file
1.000000e+00,1.133815e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.071429e+00,1.232393e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.142857e+00,1.493499e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.214286e+00,1.679810e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.285714e+00,1.858996e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.357143e+00,2.062701e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.428571e+00,2.254980e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.500000e+00,2.374358e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.571429e+00,2.619362e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.642857e+00,2.885182e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.714286e+00,2.981863e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.785714e+00,3.118083e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.857143e+00,3.259921e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
1.928571e+00,3.302481e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.000000e+00,3.287107e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.071429e+00,3.328223e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.142857e+00,3.378727e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.214286e+00,3.346291e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.285714e+00,3.255328e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.357143e+00,3.125204e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.428571e+00,2.942556e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.500000e+00,2.762239e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.571429e+00,2.589165e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.642857e+00,2.413487e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.714286e+00,2.189747e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.785714e+00,2.009595e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.857143e+00,1.827463e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
2.928571e+00,1.645984e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.000000e+00,1.440315e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.071429e+00,1.258275e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.142857e+00,1.091822e-01,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.214286e+00,9.357058e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.285714e+00,8.119366e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.357143e+00,7.028131e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.428571e+00,5.996238e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.500000e+00,4.999219e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.571429e+00,4.222972e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.642857e+00,3.508700e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.714286e+00,2.915552e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.785714e+00,2.438143e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.857143e+00,2.022783e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
3.928571e+00,1.678476e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
4.000000e+00,1.370108e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
4.071429e+00,1.107363e-02,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
4.142857e+00,9.139576e-03,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
4.214286e+00,7.560809e-03,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
4.285714e+00,6.204117e-03,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
4.357143e+00,5.224685e-03,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
4.428571e+00,4.443051e-03,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
4.500000e+00,3.761477e-03,42,hyprbm_tfim_3x3_20000_suscept_seed42_20260206_035646.pt
